Classes, Primitive types, Enumerations, Interfaces, Associations, Total, Name, Iteration
9,1,0,0,10,20,0modelio_lowercased_string_type,Third Iteration - done
9,2,0,0,0,11,1fUML_Library,Third Iteration - done
1,0,9,0,0,10,NIEM-Reference-common-sar,Third Iteration - done
1,0,5,0,0,6,NIEM-Reference-common-ucr,Third Iteration - done
7,1,0,1,1,10,xmlParsingTest,Third Iteration - done
